DCI / Nome Genérico;Nome do Medicamento;Forma Farmacêutica;Dosagem;Estado de Autorização;Genérico;Titular de AIM;Stock
Albumina humana;Albumina 25% p/v Solução de Albumina Humana;Solução para perfusão;250 g/l;Autorizado;N;Baxalta Innovations GmbH;50
Albumina humana;Albumina Humana 20% Behring;Solução para perfusão;200 g/l;Autorizado;N;CSL Behring GmbH;50
Albumina humana;Albumina Humana AMPDR;Solução para perfusão;200 g/l;Autorizado;N;Dynamicspharma - Comercialização de Produtos Farmacêuticos, S.A.;50,,,,,,,,
Albumina humana;Albumina Humana Baxalta;Solução para perfusão;200 g/l;Autorizado;N;Baxalta Innovations GmbH;50
Albumina humana;Albumina Humana Baxalta;Solução para perfusão;250 g/l;Autorizado;N;Baxalta Innovations GmbH;50
Albumina humana;Albumina Humana Baxalta;Solução para perfusão;50 g/l;Autorizado;N;Baxalta Innovations GmbH;50
Albumina humana;Albumina Humana Grifols 20%;Solução injetável;200 g/l;Autorizado;N;Instituto Grifols, S.A.;50,,,,,,,,
Albumina humana;Albumina Humana Grifols a 5%;Solução para perfusão;50 g/l;Autorizado;N;Instituto Grifols, S.A.;50,,,,,,,,
Albumina humana;Albumina Humana Kedrion;Solução para perfusão;200 g/l;Autorizado;N;Kedrion S.p.A.;50
Albumina humana;Albumina Humana Kedrion;Solução para perfusão;250 g/l;Autorizado;N;Kedrion S.p.A.;50
Albumina humana;Albumine-LFB 200 mg/ml;Solução para perfusão;200 g/l;Autorizado;N;LFB Biomedicaments;50
Albumina humana;Albunorm 20%;Solução para perfusão;200 g/l;Autorizado;N;Octapharma - Produtos Farmacêuticos Lda.;50
Albumina humana;Albunorm 5%;Solução para perfusão;50 g/l;Autorizado;N;   Octapharma Produtos Farmacêuticos, Lda.;50,,,,,,,,
Albumina humana;Alburex 20;Solução para perfusão;200 g/l;Autorizado;N;CSL Behring GmbH;50
Albumina humana;Alburex 5;Solução para perfusão;50 g/l;Autorizado;N;CSL Behring GmbH;50
Albumina humana;Flexbumin;Solução para perfusão;200 g/l;Autorizado;N;Baxalta Innovations GmbH;50
Alcatrão mineral;Polytar;Champô;10 mg/g;Autorizado;N;Laboratórios Farmacêuticos Stiefel (Portugal), Lda.;50,,,,,,,,
Alcatrão mineral;Tarmed;Champô;40 mg/g;Autorizado;N;Laboratórios Farmacêuticos Stiefel (Portugal), Lda.;50,,,,,,,,
Aldesleucina;Proleukin;Pó para solução injetável ou para perfusão;18 M.U.I.;Autorizado;N;Novartis Farma - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Alemtuzumab;Lemtrada;Concentrado para solução para perfusão;10 mg/ml;Autorizado;N;Genzyme Therapeutics Ltd;50
Alergenos;Truetest;   Emplastro para teste cutâneo;Associação;Autorizado;N;SmartPractice Denmark ApS;50
Alergenos;Truetest 24;Emplastro para prova de provocação;Associação;Autorizado;N;SmartPractice Denmark ApS;50
Alergenos de polen;Keolium;Comprimido sublingual;(100 IR) + (300 IR);Autorizado;N;Stallergenes, S.A.;50,,,,,,,,
Alergenos de polen;Keolium;Comprimido sublingual;300 IR;Autorizado;N;Stallergenes, S.A.;50,,,,,,,,
Alfacalcidol;Alfad;Cápsula mole;0.25 µg;Autorizado;N;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Alfacalcidol;Alfad;Cápsula mole;0.5 µg;Autorizado;N;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Alfacalcidol;Alfad;Cápsula mole;1 µg;Autorizado;N;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Alfacalcidol;Etalpha;Cápsula;0.25 µg;Autorizado;N;Leo Pharma A/S;50
Alfacalcidol;Etalpha;Cápsula;0.5 µg;Autorizado;N;Leo Pharma A/S;50
Alfacalcidol;Etalpha;Cápsula;1 µg;Autorizado;N;Leo Pharma A/S;50
Alfacalcidol;Etalpha;Gotas orais, solução;2 µg/ml;Autorizado;N;Leo Pharma A/S;50,,,,,,,,
Alfacalcidol;Etalpha;Solução para perfusão;2 µg/ml;Autorizado;N;Leo Pharma A/S;50
Alfatocoferol;Ve 150;Cápsula;150 mg;Autorizado;N;Tecnifar - Indústria Técnica Farmacêutica, S.A.;50,,,,,,,,
Alfentanilo;Rapifen;Solução injetável;1 mg/2 ml;Autorizado;N;Janssen Farmacêutica Portugal, Lda.;50,,,,,,,,
Alfentanilo;Rapifen;Solução injetável;5 mg/10 ml;Autorizado;N;Janssen Farmacêutica Portugal, Lda.;50,,,,,,,,
Alfuzosina;Alfuzosina Aurobindo;Comprimido de libertação prolongada;10 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Alfuzosina;Alfuzosina Aurovitas;Comprimido de libertação prolongada;10 mg;Autorizado;S;Aurovitas Unipessoal, Lda.;50,,,,,,,,
Alfuzosina;Alfuzosina Bluepharma;Comprimido de libertação prolongada;10 mg;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;50,,,,,,,,
Alfuzosina;Alfuzosina Ciclum 10 mg Comprimidos;Comprimido de libertação prolongada;10 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Alfuzosina;Alfuzosina Ciclum 5 mg Comprimidos;Comprimido de libertação prolongada;5 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Alfuzosina;Alfuzosina Generis;Comprimido de libertação prolongada;10 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Alfuzosina;Alfuzosina Labesfal;Comprimido de libertação prolongada;10 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Alfuzosina;Alfuzosina Mepha 10 mg Comprimidos de libertação prolongada;Comprimido de libertação prolongada;10 mg;Autorizado;S;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;50,,,,,,,
Alfuzosina;Alfuzosina Mepha 5 mg Comprimidos de libertação prolongada;Comprimido de libertação prolongada;5 mg;Autorizado;S;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;50,,,,,,,
Alfuzosina;Alfuzosina Mylan;Comprimido de libertação prolongada;10 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Alfuzosina;Alfuzosina Mylan;Comprimido de libertação prolongada;5 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Alfuzosina;Alfuzosina Ratiopharm 10 mg Comprimidos de libertação prolongada;Comprimido de libertação prolongada;10 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Alfuzosina;Alfuzosina Sandoz 10 mg Comprimidos de libertação prolongada;Comprimido de libertação prolongada;10 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Alfuzosina;Alfuzosina Teva;Comprimido de libertação prolongada;10 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Alfuzosina;Alfuzosina Zentiva;Comprimido de libertação modificada;10 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Alfuzosina;Benestan;Comprimido revestido;2.5 mg;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Alfuzosina;Benestan AP;Comprimido de libertação prolongada;5 mg;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Alfuzosina;Benestan OD;Comprimido de libertação modificada;10 mg;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio;Gaviscon;Comprimido para mastigar;250 mg + 133.5 mg + 80 mg;Autorizado;N;Reckitt Benckiser Healthcare, Lda.;50,,,,,,,,
Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio;Gaviscon;Suspensão oral;Associação;Autorizado;N;Reckitt Benckiser Healthcare, Lda.;50,,,,,,,,
Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio;Gaviscon Duefet;Suspensão oral;Associação;Autorizado;N;Reckitt Benckiser Healthcare, Lda.;50,,,,,,,,
Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio;Gaviscon Morango;Comprimido para mastigar;250 mg + 133.5 mg + 80 mg;Autorizado;N;Reckitt Benckiser Healthcare, Lda.;50,,,,,,,,
Alglucosidase alfa;Myozyme;Pó para concentrado para solução para perfusão;50 mg;Autorizado;N;Genzyme Europe, B.V.;50,,,,,,,,
Alipogene tiparvovec;Glybera;Solução injetável;3 x 10^12 cópias do genoma/ml;Autorizado;N;Uniqure Biopharma B.V.;50
Alirocumab;Praluent;Solução injetável em caneta pré-cheia;150 mg/ml;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Alirocumab;Praluent;Solução injetável em caneta pré-cheia;75 mg/ml;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Alirocumab;Praluent;Solução injetável em seringa pré-cheia;150 mg/ml;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Alirocumab;Praluent;Solução injetável em seringa pré-cheia;75 mg/ml;Autorizado;N;Sanofi-Aventis Groupe, S.A.;50,,,,,,,,
Aliscireno;Rasilez;Comprimido revestido por película;150 mg;Autorizado;N;   Novartis Europharm, Ltd.;50,,,,,,,,
Aliscireno;Rasilez;Comprimido revestido por película;300 mg;Autorizado;N;   Novartis Europharm, Ltd.;50,,,,,,,,
Aliscireno + Hidroclorotiazida;Rasilez HCT;Comprimido revestido por película;150 mg + 12.5 mg;Autorizado;N;   Novartis Europharm, Ltd.;50,,,,,,,,
Aliscireno + Hidroclorotiazida;Rasilez HCT;Comprimido revestido por película;150 mg + 25 mg;Autorizado;N;   Novartis Europharm, Ltd.;50,,,,,,,,
Aliscireno + Hidroclorotiazida;Rasilez HCT;Comprimido revestido por película;300 mg + 12.5 mg;Autorizado;N;   Novartis Europharm, Ltd.;50,,,,,,,,
Aliscireno + Hidroclorotiazida;Rasilez HCT;Comprimido revestido por película;300 mg + 25 mg;Autorizado;N;   Novartis Europharm, Ltd.;50,,,,,,,,
Alitretinoína;Panretin;Gel;1 mg/g;Autorizado;N;Eisai Limited;50
Alitretinoína;Toctino;Cápsula mole;10 mg;Autorizado;N;Laboratórios Farmacêuticos Stiefel (Portugal), Lda.;50,,,,,,,,
Alitretinoína;Toctino;Cápsula mole;30 mg;Autorizado;N;Laboratórios Farmacêuticos Stiefel (Portugal), Lda.;50,,,,,,,,
Almotriptano;Almogran;Comprimido revestido por película;12.5 mg;Autorizado;N;Almirall - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Almotriptano;Almotriptano Galenicum;Comprimido revestido por película;12.5 mg;Autorizado;S;Galenicum Health, SL;50,,,,,,,,
Alogliptina;Vipidia;Comprimido revestido por película;12.5 mg;Autorizado;N;Takeda Pharma A/S;50
Alogliptina;Vipidia;Comprimido revestido por película;25 mg;Autorizado;N;Takeda Pharma A/S;50
Alogliptina;Vipidia;Comprimido revestido por película;6.25 mg;Autorizado;N;Takeda Pharma A/S;50
Alopurinol;Alopurinol Ciclum 300 mg Comprimidos;Comprimido;300 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Alopurinol;Alopurinol Generis;Comprimido;100 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Alopurinol;Alopurinol Generis;Comprimido;300 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Alopurinol;Alopurinol Labesfal;Comprimido;100 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Alopurinol;Alopurinol Labesfal;Comprimido;300 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Alopurinol;Alopurinol Ratiopharm 300 mg Comprimidos;Comprimido;300 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Alopurinol;Alopurinol Sidefarma;Comprimido;300 mg;Autorizado;N;Sidefarma - Sociedade Industrial de Expansão Farmacêutica, S.A.;50,,,,,,,,
Alopurinol;Uriprim;Comprimido;100 mg;Autorizado;N;Interbial - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Alopurinol;Uriprim 300;Comprimido;300 mg;Autorizado;N;Interbial - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Alopurinol;Zurim;Comprimido;100 mg;Autorizado;N;Laboratórios Atral, S.A.;50,,,,,,,,
Alopurinol;Zurim;Comprimido;300 mg;Autorizado;S;Laboratórios Atral, S.A.;50,,,,,,,,
Alopurinol;Zyloric;Comprimido;100 mg;Autorizado;N;Laboratórios Vitória, S.A.;50,,,,,,,,
Alopurinol;Zyloric;Comprimido;300 mg;Autorizado;N;Laboratórios Vitória, S.A.;50,,,,,,,,
Alprazolam;Alprazolam Aurobindo;Comprimido;0.25 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Alprazolam;Alprazolam Aurobindo;Comprimido;0.5 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Alprazolam;Alprazolam Aurobindo;Comprimido;1 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Alprazolam;Alprazolam Basi;Comprimido;0.25 mg;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Alprazolam;Alprazolam Basi;Comprimido;0.5 mg;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Alprazolam;Alprazolam Basi;Comprimido;1 mg;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Alprazolam;Alprazolam Bluepharma 0,25 mg Comprimidos;Comprimido;0.25 mg;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;50,,,,,,,
Alprazolam;Alprazolam Bluepharma 0,5 mg Comprimidos;Comprimido;0.5 mg;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;50,,,,,,,
Alprazolam;Alprazolam Bluepharma 0,5 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;0.5 mg;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;50,,,,,,,
Alprazolam;Alprazolam Bluepharma 1 mg Comprimidos;Comprimido;1 mg;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;50,,,,,,,,
Alprazolam;Alprazolam Bluepharma 1 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;1 mg;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;50,,,,,,,,
Alprazolam;Alprazolam Bluepharma 2 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;2 mg;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;50,,,,,,,,
Alprazolam;Alprazolam Ciclum 0,25 mg Comprimidos;Comprimido;0.25 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,
Alprazolam;Alprazolam Ciclum 0,5 mg Comprimidos;Comprimido;0.5 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,
Alprazolam;Alprazolam Ciclum 1 mg Comprimidos;Comprimido;1 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Alprazolam;Alprazolam Farmoz;Comprimido de libertação modificada;0.5 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Alprazolam;Alprazolam Farmoz;Comprimido de libertação modificada;1 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Alprazolam;Alprazolam Farmoz;Comprimido de libertação modificada;2 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Alprazolam;Alprazolam GP 0,25 mg Comprimidos;Comprimido;0.25 mg;Autorizado;S;GP - Genéricos Portugueses, Lda.;50,,,,,,,
Alprazolam;Alprazolam GP 0,5 mg Comprimidos;Comprimido;0.5 mg;Autorizado;S;GP - Genéricos Portugueses, Lda.;50,,,,,,,
Alprazolam;Alprazolam GP 0,5 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;0.5 mg;Autorizado;S;GP - Genéricos Portugueses, Lda.;50,,,,,,,
Alprazolam;Alprazolam GP 1 mg Comprimidos;Comprimido;1 mg;Autorizado;S;GP - Genéricos Portugueses, Lda.;50,,,,,,,,
Alprazolam;Alprazolam GP 1 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;1 mg;Autorizado;S;GP - Genéricos Portugueses, Lda.;50,,,,,,,,
Alprazolam;Alprazolam GP 2 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;2 mg;Autorizado;S;GP - Genéricos Portugueses, Lda.;50,,,,,,,,
Alprazolam;Alprazolam Generis 0,25 mg Comprimidos;Comprimido;0.25 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,
Alprazolam;Alprazolam Generis 0,5 mg Comprimidos;Comprimido;0.5 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,
Alprazolam;Alprazolam Generis 0,5 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;0.5 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,
Alprazolam;Alprazolam Generis 1 mg Comprimidos;Comprimido;1 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Alprazolam;Alprazolam Generis 1 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;1 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Alprazolam;Alprazolam Generis 2 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;2 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Alprazolam;Alprazolam Jaba 0,5 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;0.5 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,
Alprazolam;Alprazolam Jaba 1 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;1 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,,
Alprazolam;Alprazolam Jaba 2 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;2 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,,
Alprazolam;Alprazolam Labesfal;Comprimido;0.25 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Alprazolam;Alprazolam Labesfal;Comprimido;0.5 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Alprazolam;Alprazolam Labesfal;Comprimido;1 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Alprazolam;Alprazolam Labesfal 0,5 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;0.5 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,
Alprazolam;Alprazolam Labesfal 1 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;1 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Alprazolam;Alprazolam Labesfal 2 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;2 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Alprazolam;Alprazolam Mylan;Comprimido;0.25 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Alprazolam;Alprazolam Mylan;Comprimido;0.5 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Alprazolam;Alprazolam Mylan;Comprimido;1 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Alprazolam;Alprazolam Mylan;Comprimido de libertação modificada;0.5 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Alprazolam;Alprazolam Mylan;Comprimido de libertação modificada;1 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Alprazolam;Alprazolam Mylan;Comprimido de libertação modificada;2 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Alprazolam;Alprazolam Pazolam 0,25 mg Comprimidos;Comprimido;0.25 mg;Autorizado;S;Laboratórios Atral, S.A.;50,,,,,,,
Alprazolam;Alprazolam Pazolam 0,5 mg Comprimidos;Comprimido;0.5 mg;Autorizado;S;Laboratórios Atral, S.A.;50,,,,,,,
Alprazolam;Alprazolam Pazolam 0,5 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;0.5 mg;Autorizado;S;Laboratórios Atral, S.A.;50,,,,,,,
Alprazolam;Alprazolam Pazolam 1 mg Comprimidos;Comprimido;1 mg;Autorizado;S;Laboratórios Atral, S.A.;50,,,,,,,,
Alprazolam;Alprazolam Pazolam 1 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;1 mg;Autorizado;S;Laboratórios Atral, S.A.;50,,,,,,,,
Alprazolam;Alprazolam Pazolam 2 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;2 mg;Autorizado;S;Laboratórios Atral, S.A.;50,,,,,,,,
Alprazolam;Alprazolam Prazam;Comprimido;0.25 mg;Autorizado;S;Aristo Pharma Iberia, SL;50,,,,,,,,
Alprazolam;Alprazolam Prazam;Comprimido;0.5 mg;Autorizado;S;Aristo Pharma Iberia, SL;50,,,,,,,,
Alprazolam;Alprazolam Prazam;Comprimido;1 mg;Autorizado;S;Aristo Pharma Iberia, SL;50,,,,,,,,
Alprazolam;Alprazolam Ratiopharm 0,5 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;0.5 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,
Alprazolam;Alprazolam Ratiopharm 1 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;1 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Alprazolam;Alprazolam Ratiopharm 2 mg Comprimidos de libertação modificada;Comprimido de libertação modificada;2 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Alprazolam;Alprazolam Sandoz;Comprimido;0.25 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Alprazolam;Alprazolam Sandoz;Comprimido;0.5 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Alprazolam;Alprazolam Sandoz;Comprimido;1 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Alprazolam;Alprazolam cinfa 0,5 mg Comprimidos;Comprimido;0.5 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,
Alprazolam;Alprazolam cinfa 1 mg Comprimidos;Comprimido;1 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,,
Alprazolam;Alprazolam ratiopharm 0,25 mg Comprimidos;Comprimido;0.25 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,
Alprazolam;Alprazolam ratiopharm 0,5 mg Comprimidos;Comprimido;0.5 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,
Alprazolam;Alprazolam ratiopharm 1 mg Comprimidos;Comprimido;1 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Alprazolam;Pazolam;Gotas orais, solução;0.75 mg/ml;Autorizado;S;Laboratórios Atral, S.A.;50,,,,,,,
Alprazolam;Unilan;Comprimido;0.25 mg;Autorizado;S;Laquifa - Laboratórios, S.A.;50,,,,,,,,
Alprazolam;Unilan;Comprimido;0.5 mg;Autorizado;S;Laquifa - Laboratórios, S.A.;50,,,,,,,,
Alprazolam;Unilan;Comprimido;1 mg;Autorizado;S;Laquifa - Laboratórios, S.A.;50,,,,,,,,
Alprazolam;Xanax;Comprimido;0.25 mg;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Alprazolam;Xanax;Comprimido;0.5 mg;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Alprazolam;Xanax;Comprimido;1 mg;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Alprazolam;Xanax SL;Comprimido sublingual;0.5 mg;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Alprazolam;Xanax SL;Comprimido sublingual;1 mg;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Alprazolam;Xanax Xr;Comprimido de libertação modificada;0.5 mg;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Alprazolam;Xanax Xr;Comprimido de libertação modificada;1 mg;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Alprazolam;Xanax Xr;Comprimido de libertação modificada;2 mg;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Alprazolam;Xanax Xr;Comprimido de libertação modificada;3 mg;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Alprostadilo;Caverject;Pó e solvente para solução injetável;0.01 mg/1 ml;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Alprostadilo;Caverject;Pó e solvente para solução injetável;0.02 mg/1 ml;Autorizado;N;Laboratórios Pfizer, Lda.;50,,,,,,,,
Alprostadilo;Muse;Lápis uretral;0.125 mg;Autorizado;N;Meda Pharma - Produtos farmacêuticos, S.A.;50,,,,,,,,
Alprostadilo;Muse;Lápis uretral;0.25 mg;Autorizado;N;Meda Pharma - Produtos farmacêuticos, S.A.;50,,,,,,,,
Alprostadilo;Muse;Lápis uretral;0.5 mg;Autorizado;N;Meda Pharma - Produtos farmacêuticos, S.A.;50,,,,,,,,
Alprostadilo;Muse;Lápis uretral;1 mg;Autorizado;N;Meda Pharma - Produtos farmacêuticos, S.A.;50,,,,,,,,
